SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-23 09:00:00,NR,-14.7,152.7, , , ,PROVISIONAL,507,497,P______________, ,SH182025,-14.7,152.7, , ,53,994,0,94,74,59,72, , , , , , , , ,1007,150,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,70
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-23 12:00:00,NR,-14.6,152.8, , , ,PROVISIONAL,502,497,O______________,tcvitals,SH182025,-14.6,152.8, , ,54,994,0,100,78,57,100, , , , , , , , ,1008,148,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,55
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-23 15:00:00,NR,-14.4,153.1, , , ,PROVISIONAL,499,495,P______________, ,SH182025,-14.4,153.1, , ,54,993,0,89,78,57,87, , , , , , , , ,1008,140,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,60
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-23 18:00:00,NR,-14.2,153.5, , , ,PROVISIONAL,505,502,O______________,tcvitals,SH182025,-14.2,153.5, , ,54,992,0,78,78,57,74, , , , , , , , ,1008,131,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,65
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-23 21:00:00,NR,-14.1,153.8, , , ,PROVISIONAL,516,515,P______________, ,SH182025,-14.1,153.8, , ,57,989,0,65,72,61,72, , , , , , , , ,1007,105,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,70
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 00:00:00,NR,-14.0,154.0, , , ,PROVISIONAL,523,514,O______________,tcvitals,SH182025,-14.0,154.0, , ,60,986,0,52,65,65,70, , , , , , , , ,1006,78,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,45
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 03:00:00,NR,-13.8,154.1, , , ,PROVISIONAL,514,507,P______________, ,SH182025,-13.8,154.1, , ,60,986,0,52,65,65,70, , , , , , , , ,1006,78,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,25
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 06:00:00,NR,-13.6,154.2, , , ,PROVISIONAL,507,507,O______________,tcvitals,SH182025,-13.6,154.2, , ,60,986,0,52,65,65,70, , , , , , , , ,1006,78,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,55
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 09:00:00,NR,-13.6,154.3, , , ,PROVISIONAL,515,515,P______________, ,SH182025,-13.6,154.3, , ,62,986,0,41,55,55,50, , , , , , , , ,1006,78,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,125
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 12:00:00,NR,-13.8,154.5, , , ,PROVISIONAL,546,546,O______________,tcvitals,SH182025,-13.8,154.5, , ,64,985,1,30,44,44,30, , , , , , , , ,1006,78,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,150
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 15:00:00,NR,-14.1,154.6, , , ,PROVISIONAL,577,577,P______________, ,SH182025,-14.1,154.6, , ,62,986,0,30,44,44,30, , , , , , , , ,1006,78,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,160
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 18:00:00,NR,-14.4,154.7, , , ,PROVISIONAL,608,600,O______________,tcvitals,SH182025,-14.4,154.7, , ,60,987,0,30,44,44,30, , , , , , , , ,1006,78,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,175
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-24 21:00:00,NR,-14.4,154.6, , , ,PROVISIONAL,600,592,P______________, ,SH182025,-14.4,154.6, , ,62,986,0,30,44,44,30, , , , , , , , ,1007,156,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,270
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 00:00:00,NR,-14.4,154.5, , , ,PROVISIONAL,592,577,O______________,tcvitals,SH182025,-14.4,154.5, , ,64,984,1,30,44,44,30, , , , , , , , ,1008,234,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,275
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 03:00:00,NR,-14.4,154.3, , , ,PROVISIONAL,577,570,P______________, ,SH182025,-14.4,154.3, , ,69,980,1,46,44,46,37, , , , , , , , ,1007,247,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,270
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 06:00:00,NR,-14.4,154.2, , , ,PROVISIONAL,570,570,O______________,tcvitals,SH182025,-14.4,154.2, , ,74,975,1,61,44,48,44, , , , , , , , ,1006,260,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,75
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 09:00:00,NR,-14.3,154.6, , , ,PROVISIONAL,592,592,P______________, ,SH182025,-14.3,154.6, , ,74,975,1,61,44,48,44, , , , , , , , ,1006,260,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,85
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 12:00:00,NR,-14.3,155.1, , , ,PROVISIONAL,632,632,O______________,tcvitals,SH182025,-14.3,155.1, , ,74,975,1,61,44,48,44, , , , , , , , ,1006,260,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,100
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 15:00:00,NR,-14.4,155.1, , , ,PROVISIONAL,639,639,P______________, ,SH182025,-14.4,155.1, , ,74,975,1,61,44,48,44, , , , , , , , ,1006,260,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,195
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 18:00:00,NR,-14.6,155.0, , , ,PROVISIONAL,646,646,O______________,tcvitals,SH182025,-14.6,155.0, , ,74,975,1,61,44,48,44, , , , , , , , ,1006,260,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,190
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-25 21:00:00,NR,-14.8,155.0, , , ,PROVISIONAL,662,662,P______________, ,SH182025,-14.8,155.0, , ,77,974,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,165
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 00:00:00,NR,-15.0,155.1, , , ,PROVISIONAL,685,685,I______________,tcvitals,SH182025,-15.0,155.1, , ,79,973,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,155
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 03:00:00,NR,-15.1,155.2, , , ,PROVISIONAL,701,701,P______________, ,SH182025,-15.1,155.2, , ,82,971,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,150
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 06:00:00,NR,-15.3,155.3, , , ,PROVISIONAL,724,724,O______________,tcvitals,SH182025,-15.3,155.3, , ,84,970,2,104,131,126,83, , , , , , , , ,1008,278,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,145
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 09:00:00,NR,-15.4,155.4, , , ,PROVISIONAL,740,740,P______________, ,SH182025,-15.4,155.4, , ,84,970,2,109,148,146,83, , , , , , , , ,1008,283,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,155
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 12:00:00,NR,-15.5,155.4, , , ,PROVISIONAL,748,748,O______________,tcvitals,SH182025,-15.5,155.4, , ,84,969,2,113,165,165,83, , , , , , , , ,1008,287,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,180
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 15:00:00,NR,-15.9,155.4, , , ,PROVISIONAL,781,774,P______________, ,SH182025,-15.9,155.4, , ,87,968,2,135,155,159,83, , , , , , , , ,1007,296,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,185
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 18:00:00,NR,-16.3,155.3, , , ,PROVISIONAL,809,806,O______________,tcvitals,SH182025,-16.3,155.3, , ,89,966,2,156,144,152,83, , , , , , , , ,1006,304,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,180
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-26 21:00:00,NR,-16.5,155.3, , , ,PROVISIONAL,806,803,P______________, ,SH182025,-16.5,155.3, , ,91,964,2,148,146,152,90, , , , , , , , ,1007,293,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,165
2025053S15150,2025,11,SP,EA,ALFRED,2025-02-27 00:00:00,NR,-16.7,155.4, , , ,PROVISIONAL,803,770,O______________,tcvitals,SH182025,-16.7,155.4, , ,93,962,2,139,148,152,96, , , , , , , , ,1008,282,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,175
